r,m,c,b,f,dm,dc,db,df
1.220349824180543237e+03,9.915743234468951117e-01,2.763740080923423551e-03,1.095127175339944033e-02,7.295994233235726656e-02,2.630430553996412901e-02,-8.623103373329391724e-03,-3.456311258996554170e-02,-1.402607531222259118e-01
1.220355954509690946e+03,9.917340646872271348e-01,2.711372928828623477e-03,1.074130147447302161e-02,7.210470518483964864e-02,2.581226214921556600e-02,-8.462001946248748005e-03,-3.394071153227248144e-02,-1.387597020672018677e-01
1.220362084838838427e+03,9.918908170784195288e-01,2.659984388989679663e-03,1.053511556525698646e-02,7.125863119471956275e-02,2.532917701017030690e-02,-8.303825796864406847e-03,-3.332845112100249474e-02,-1.372712989119206084e-01
1.220368215167986136e+03,9.920446350631992871e-01,2.609556682464048670e-03,1.033265228007168406e-02,7.042164289826249868e-02,2.485489605404074195e-02,-8.148524908181017240e-03,-3.272619481267763364e-02,-1.357955198087036075e-01
1.220374345497133618e+03,9.921955721470855361e-01,2.560072334599518273e-03,1.013385070696271387e-02,6.959366298483272983e-02,2.438926753348550497e-02,-7.996050005819016482e-03,-3.213380711314416799e-02,-1.343323386726346658e-01
1.220380475826281327e+03,9.923436809131126468e-01,2.511514170319441991e-03,9.938650760699784675e-03,6.877461431028171479e-02,2.393214199823101573e-02,-7.846352550654607863e-03,-3.155115359282712612e-02,-1.328817272447900821e-01
1.220386606155428808e+03,9.924890130358073881e-01,2.463865309648290494e-03,9.746993176221159863e-03,6.796441991005448824e-02,2.348337227194519788e-02,-7.699384731839666214e-03,-3.097810090168598082e-02,-1.314436551532754405e-01
1.220392736484576517e+03,9.926316192944520944e-01,2.417109163464770550e-03,9.558819502509642921e-03,6.716300301205559153e-02,2.304281343032836896e-02,-7.555099460192466615e-03,-3.041451678396855929e-02,-1.300180899722512551e-01
1.220398866813723998e+03,9.927715495851638927e-01,2.371229429637655619e-03,9.374072097378510424e-03,6.637028704949447799e-02,2.261032278170210102e-02,-7.413450362372799550e-03,-2.986027009353989931e-02,-1.286049972780291539e-01
1.220404997142871707e+03,9.929088529362277704e-01,2.326210088101006088e-03,9.192694119063591837e-03,6.558619567257174821e-02,2.218575983882025218e-02,-7.274391772224012009e-03,-2.931523080404340245e-02,-1.272043407120917735e-01
1.220411127472019189e+03,9.930435775220586292e-01,2.282035396371639904e-03,9.014629518826870053e-03,6.481065275998922071e-02,2.176898629355833448e-02,-7.137878723017750116e-03,-2.877927001957013287e-02,-1.258160820403980695e-01
1.220417257801166897e+03,9.931757706764521298e-01,2.238689885294950933e-03,8.839823034011838609e-03,6.404358243024310671e-02,2.135986599289477900e-02,-7.003866940095732248e-03,-2.825225998519642623e-02,-1.244401812106308847e-01
1.220423388130314379e+03,9.933054789051634081e-01,2.196158355006714268e-03,8.668220181534541657e-03,6.328490905273646827e-02,2.095826491614019571e-02,-6.872312833896232660e-03,-2.773407409746910662e-02,-1.230765964075600377e-01
1.220429518459462088e+03,9.934327478973749015e-01,2.154425871253609799e-03,8.499767252263477554e-03,6.253455725895543105e-02,2.056405115461200361e-02,-6.743173493752545669e-03,-2.722458691562361366e-02,-1.217252841057668150e-01
1.220435648788609569e+03,9.935576225401596684e-01,2.113477760737270377e-03,8.334411302365712232e-03,6.179245195229218085e-02,2.017709488309800056e-02,-6.616406679036337599e-03,-2.672367416754564684e-02,-1.203861991281362231e-01
1.220441779117757278e+03,9.936801469316598467e-01,2.073299606873223785e-03,8.172100145646775740e-03,6.105851831780199218e-02,1.979726833414369516e-02,-6.491970811191617903e-03,-2.623121275644717948e-02,-1.190592947009897762e-01
1.220447909446904760e+03,9.938003643935942044e-01,2.033877245765695462e-03,8.012782346343155088e-03,6.033268183180191813e-02,1.942444577364573627e-02,-6.369824966174084807e-03,-2.574708076755408137e-02,-1.177445225073025792e-01
1.220454039776052468e+03,9.939183174831316414e-01,1.995196762386623746e-03,7.856407212350839317e-03,5.961486827134637734e-02,1.905850347770349576e-02,-6.249928867281843645e-03,-2.527115747487193587e-02,-1.164418327381776530e-01
1.220460170105199950e+03,9.940340480037287429e-01,1.957244487089868784e-03,7.702924789317138442e-03,5.890500372384105399e-02,1.869931971184294814e-02,-6.132242878738500790e-03,-2.480332334881278286e-02,-1.151511741419661006e-01
1.220466300434347659e+03,9.941475970187187983e-01,1.920006991227730898e-03,7.552285851860763947e-03,5.820301459514506254e-02,1.834677470258492052e-02,-6.016727996796553644e-03,-2.434346005854352499e-02,-1.138724940781028205e-01
1.220472430763495140e+03,9.942590048637008904e-01,1.883471083155330121e-03,7.404441895761402007e-03,5.750882761770319263e-02,1.800075061175612778e-02,-5.903345841710081789e-03,-2.389145047521636089e-02,-1.126057385679277018e-01
1.220478561092642849e+03,9.943683111582996004e-01,1.847623804438397249e-03,7.259345130599450038e-03,5.682236985857710282e-02,1.766113151210278731e-02,-5.792058650114830995e-03,-2.344717867533559208e-02,-1.113508523437471837e-01
1.220484691421790330e+03,9.944755548173276338e-01,1.812452426253309545e-03,7.116948472828048960e-03,5.614356872740493970e-02,1.732780336415375849e-02,-5.682829267799861632e-03,-2.301052994431306009e-02,-1.101077788962984000e-01
1.220490821750938039e+03,9.945807740609845515e-01,1.777944446099542991e-03,6.977205539679595496e-03,5.547235198456643840e-02,1.700065399536846919e-02,-5.575621143206651621e-03,-2.258139078098648361e-02,-1.088764605201376079e-01
1.220496952080085521e+03,9.946840064275812576e-01,1.744087583687793912e-03,6.840070640361875683e-03,5.480864774770613512e-02,1.667957307216593951e-02,-5.470398318618932033e-03,-2.215964889689215830e-02,-1.076568383627869302e-01
1.220503082409233230e+03,9.947852887851456050e-01,1.710869777189811917e-03,6.705498768195239899e-03,5.415238449837470741e-02,1.636445207459855458e-02,-5.367125422194181025e-03,-2.174519321655552992e-02,-1.064488524712076389e-01
1.220509212738380711e+03,9.948846573424396933e-01,1.678279179679208763e-03,6.573445593193956438e-03,5.350349108862139519e-02,1.605518427230877634e-02,-5.265767660398928442e-03,-2.133791387802372319e-02,-1.052524418366738018e-01
1.220515343067528420e+03,9.949821476594172820e-01,1.646304155752516696e-03,6.443867455072555851e-03,5.286189674756015811e-02,1.575166470171169772e-02,-5.166290810830496960e-03,-2.093770223367813488e-02,-1.040675444381929104e-01
1.220521473396675901e+03,9.950777946567864740e-01,1.614933278440789993e-03,6.316721357055463289e-03,5.222753108820118312e-02,1.545379014536465111e-02,-5.068661215737426534e-03,-2.054445085208916194e-02,-1.028940972841207585e-01
1.220527603725823610e+03,9.951716326278866598e-01,1.584155325365147219e-03,6.191964957136000987e-03,5.160032411253909213e-02,1.516145910473373770e-02,-4.972845773395174335e-03,-2.015805351470438891e-02,-1.017320364566756258e-01
1.220533734054971092e+03,9.952636952495280687e-01,1.553959275228737310e-03,6.069556560244090092e-03,5.098020621683619497e-02,1.487457177549319012e-02,-4.878811930290669410e-03,-1.977840521366058812e-02,-1.005812971541064499e-01
1.220539864384118800e+03,9.953540155922794286e-01,1.524334304487384543e-03,5.949455110848927454e-03,5.036710819690282809e-02,1.459303002407504393e-02,-4.786527673702502261e-03,-1.940540214992452980e-02,-9.944181373141913749e-02
1.220545994713266282e+03,9.954426261405340259e-01,1.495269780827770739e-03,5.831620174913260124e-03,4.976096124589671210e-02,1.431673733690503811e-02,-4.695961515425367550e-03,-1.903894171088006335e-02,-9.831351975312370428e-02
1.220552125042413991e+03,9.955295587537519308e-01,1.466755275840124105e-03,5.716011984834324343e-03,4.916169699436628848e-02,1.404559893232374367e-02,-4.607082528183004469e-03,-1.867892256723759428e-02,-9.719634796949348787e-02
1.220558255371561472e+03,9.956148447651715916e-01,1.438780532830966812e-03,5.602591336959451308e-03,4.856924745124100579e-02,1.377952149144844561e-02,-4.519860258604832537e-03,-1.832524448830823507e-02,-9.609023046993893369e-02
1.220564385700709181e+03,9.956985149180441752e-01,1.411335487651414365e-03,5.491319662740174953e-03,4.798354506000700181e-02,1.351841333860142984e-02,-4.434264785800800558e-03,-1.797780848744354523e-02,-9.499509862349712896e-02
1.220570516029856662e+03,9.957805993775841191e-01,1.384410264824195106e-03,5.382159019616199365e-03,4.740452270381494138e-02,1.326218441359682150e-02,-4.350266712565884104e-03,-1.763651681988702771e-02,-9.391088312677878247e-02
1.220576646359004371e+03,9.958611278180864446e-01,1.357995149123847681e-03,5.275071998851727124e-03,4.683211364740890587e-02,1.301074603073978930e-02,-4.267837087348441867e-03,-1.730127280557676797e-02,-9.283751412216147136e-02
1.220582776688151853e+03,9.959401293045244685e-01,1.332080624251290660e-03,5.170021857782286512e-03,4.626625164247349237e-02,1.276401121513543249e-02,-4.186947513455191450e-03,-1.697198110612184799e-02,-9.177492109507645601e-02
1.220588907017299562e+03,9.960176324288293470e-01,1.306657328361257153e-03,5.066972373549344551e-03,4.570687082915309701e-02,1.252189432367943785e-02,-4.107570026251934278e-03,-1.664854744023222533e-02,-9.072303304518777867e-02
1.220595037346447043e+03,9.960936652415246506e-01,1.281716076400118672e-03,4.965887920563123552e-03,4.515390580133282761e-02,1.228431124013290056e-02,-4.029677156545764805e-03,-1.633087874735526454e-02,-8.968177843531843774e-02
1.220601167675594752e+03,9.961682552628273735e-01,1.257247856503426742e-03,4.866733461565772405e-03,4.460729161041782076e-02,1.205117934846528481e-02,-3.953241922088924012e-03,-1.601888318323276342e-02,-8.865108523439160781e-02
1.220607298004742233e+03,9.962414295626490501e-01,1.233243803881594507e-03,4.769474460800801272e-03,4.406696370401613078e-02,1.182241730859926940e-02,-3.878237754865614985e-03,-1.571246994528595342e-02,-8.763088100813816450e-02
1.220613428333889942e+03,9.963132146521124222e-01,1.209695236272186709e-03,4.674077007914416958e-03,4.353285803390437997e-02,1.159794536781082186e-02,-3.804638602321909306e-03,-1.541154954157369222e-02,-8.662109285158729743e-02
1.220619558663037424e+03,9.963836366086217255e-01,1.186593613101294669e-03,4.580507680359791230e-03,4.300491095298258903e-02,1.137768500846193451e-02,-3.732418813076515771e-03,-1.511603351125685203e-02,-8.562164751760167891e-02
1.220625688992185133e+03,9.964527210132617663e-01,1.163930555947570184e-03,4.488733615866086386e-03,4.248305928175913349e-02,1.116155912843894323e-02,-3.661553195609417669e-03,-1.482583458307800209e-02,-8.463247138582935536e-02
1.220631819321332614e+03,9.965204929610861351e-01,1.141697845199425533e-03,4.398722503736992098e-03,4.196724031094745122e-02,1.094949201568598020e-02,-3.592017010116027240e-03,-1.454086666904778370e-02,-8.365349050087958482e-02
1.220637949650480323e+03,9.965869771345037265e-01,1.119887396086719162e-03,4.310442503260640892e-03,4.145739173770547625e-02,1.074140914003905017e-02,-3.523785900924932078e-03,-1.426104469365835868e-02,-8.268463063841480221e-02
1.220644079979627804e+03,9.966521977039697333e-01,1.098491291148940294e-03,4.223862359528575416e-03,4.095345177520324370e-02,1.053723744100525800e-02,-3.456835990142950819e-03,-1.398628485357151716e-02,-8.172581726864922014e-02
1.220650210308775513e+03,9.967161784426527005e-01,1.077501742774428358e-03,4.138951274324145953e-03,4.045535904624848744e-02,1.033690500110758491e-02,-3.391143771547318331e-03,-1.371650434496774797e-02,-8.077697564683113118e-02
1.220656340637922995e+03,9.967789426691575638e-01,1.056911111931374330e-03,4.055678973772016208e-03,3.996305265040366733e-02,1.014034121247968899e-02,-3.326686164822989164e-03,-1.345162151620268517e-02,-7.983803079975912431e-02
1.220662470967070703e+03,9.968405132570419269e-01,1.036711905072663356e-03,3.974015699916653294e-03,3.947647216553810956e-02,9.947476752678673095e-03,-3.263440507802210701e-03,-1.319155585999901188e-02,-7.890890755946704249e-02
1.220668601296218185e+03,9.969009127020681538e-01,1.016896752160090494e-03,3.893932134244843229e-03,3.899555758233855252e-02,9.758243391874770259e-03,-3.201384493796319633e-03,-1.293622784749167733e-02,-7.798953060743386845e-02
1.220674731625365894e+03,9.969601630313671414e-01,9.974584363744926421e-04,3.815399505719569220e-03,3.852024941458842555e-02,9.572574258339461295e-03,-3.140496258064786120e-03,-1.268555917769737494e-02,-7.707982446517540331e-02
1.220680861954513375e+03,9.970182859084665283e-01,9.783898597874299188e-04,3.738389469916203987e-03,3.805048859056186367e-02,9.390403536168908175e-03,-3.080754279520115605e-03,-1.243947251322536848e-02,-7.617971355102810815e-02
1.220686992283661084e+03,9.970753025809254710e-01,9.596840604922912254e-04,3.662874172044099444e-03,3.758621652027373944e-02,9.211666618844111670e-03,-3.022137430764000252e-03,-1.219789162661537307e-02,-7.528912218194246109e-02
1.220693122612808565e+03,9.971312338891217264e-01,9.413342097439237775e-04,3.588826238839141428e-03,3.712737509611508530e-02,9.036300086373712584e-03,-2.964624970734193021e-03,-1.196074139136522364e-02,-7.440797460297045307e-02
1.220699252941956274e+03,9.971861003278256197e-01,9.233335918288830243e-04,3.516218707043345954e-03,3.667390662626962561e-02,8.864241527057030098e-03,-2.908196486713940029e-03,-1.172794762159842796e-02,-7.353619501217684151e-02
1.220705383271103756e+03,9.972399219631739031e-01,9.056756312308816836e-04,3.445025123976072027e-03,3.622575394492977968e-02,8.695429782023818277e-03,-2.852831974042401107e-03,-1.149943731062909487e-02,-7.267370757469759912e-02
1.220711513600251465e+03,9.972927185287888685e-01,8.883538612012982462e-04,3.375219434641556736e-03,3.578286030242637528e-02,8.529804666039241326e-03,-2.798511745237254773e-03,-1.127513837618247285e-02,-7.182043644991456532e-02
1.220717643929398946e+03,9.973445093779352844e-01,8.713619394157013373e-04,3.306776040326557618e-03,3.534516943217987095e-02,8.367307108838793056e-03,-2.745216476082470297e-03,-1.105497980006660275e-02,-7.097630580641582643e-02
1.220723774258546655e+03,9.973953134916206942e-01,8.546936453350783549e-04,3.239669790832418791e-03,3.491262555053915861e-02,8.207879133622707907e-03,-2.692927198694042464e-03,-1.083889161832515824e-02,-7.014123984759479402e-02
1.220729904587694136e+03,9.974451495349252461e-01,8.383428617829574454e-04,3.173875917734419756e-03,3.448517328966167750e-02,8.051463692581813103e-03,-2.641625247958337766e-03,-1.062680476712944688e-02,-6.931516281967767257e-02
1.220736034916841845e+03,9.974940357811645786e-01,8.223035997667128881e-04,3.109370127830122978e-03,3.406275780699655892e-02,7.898004891822647117e-03,-2.591292334901957543e-03,-1.041865130997925680e-02,-6.849799904591270805e-02
1.220742165245989327e+03,9.975419901997855110e-01,8.065699697256987566e-04,3.046128497911545704e-03,3.364532467499781188e-02,7.747447733925940175e-03,-2.541910462822221176e-03,-1.021436419329374741e-02,-6.768967292794669799e-02
1.220748295575137035e+03,9.975890304126846519e-01,7.911361958307248010e-04,2.984127529151098419e-03,3.323281994740691359e-02,7.599738247855018607e-03,-2.493461969677858610e-03,-1.001387737919661597e-02,-6.689010897202132822e-02
1.220754425904284517e+03,9.976351737016621035e-01,7.759966135535076304e-04,2.923344139690664447e-03,3.282519015840457133e-02,7.454823468799129903e-03,-2.445929521576572629e-03,-9.817125835044260632e-03,-6.609923181099398859e-02
1.220760556233432226e+03,9.976804370599166027e-01,7.611456528191656596e-04,2.863755602487053249e-03,3.242238225544050167e-02,7.312651286641076200e-03,-2.399296063387500091e-03,-9.624045385980441528e-03,-6.531696619772182910e-02
1.220766686562579707e+03,9.977248371228164547e-01,7.465778606712520455e-04,2.805339631988713108e-03,3.202434370741315262e-02,7.173170652576572187e-03,-2.353544886183540127e-03,-9.434572930508361779e-03,-6.454323705633867314e-02
1.220772816891727416e+03,9.977683902482187284e-01,7.322878749889871666e-04,2.748074286243424452e-03,3.163102239470156479e-02,7.036331342091925803e-03,-2.308659549963812136e-03,-9.248646207062167016e-03,-6.377796946135416700e-02
1.220778947220874898e+03,9.978111124766100293e-01,7.182704375394736388e-04,2.691938017289230000e-03,3.124236667446441199e-02,6.902084074224597993e-03,-2.264623922593709659e-03,-9.066203919792938104e-03,-6.302108867332670283e-02
1.220785077550022606e+03,9.978530195379557988e-01,7.045203917421303088e-04,2.636909664111637859e-03,3.085832537920639787e-02,6.770380492734572216e-03,-2.221422173710785146e-03,-8.887185727687773457e-03,-6.227252015761757659e-02
1.220791207879170088e+03,9.978941268987443491e-01,6.910326672728595325e-04,2.582968394869950262e-03,3.047884774997793034e-02,6.641173026696426535e-03,-2.179038729255386008e-03,-8.711532104083799868e-03,-6.153218956519344168e-02
1.220797338208317797e+03,9.979344496988243884e-01,6.778023007481311785e-04,2.530093787159068148e-03,3.010388354276877926e-02,6.514415080082829219e-03,-2.137458333388415031e-03,-8.539184540510544319e-03,-6.080002279822991490e-02
1.220803468537465278e+03,9.979740028247539030e-01,6.648244117155623079e-04,2.478265737108443188e-03,2.973338291949042742e-02,6.390060813841498023e-03,-2.096665977391074052e-03,-8.370085324637076968e-03,-6.007594597016198412e-02
1.220809598866612987e+03,9.980128008734463485e-01,6.520942145611896513e-04,2.427464505996458112e-03,2.936729651202870175e-02,6.268065255260433198e-03,-2.056646935393641965e-03,-8.204177659037721962e-03,-5.935988544924621774e-02
1.220815729195760468e+03,9.980508581584591754e-01,6.396070164558975615e-04,2.377670713581199035e-03,2.900557542031721378e-02,6.148384280432388910e-03,-2.017386758691045671e-03,-8.041405650085592730e-03,-5.865176787435157774e-02
1.220821859524908177e+03,9.980881887529425844e-01,6.273582032952654481e-04,2.328865284494694137e-03,2.864817114626516323e-02,6.030974486167559913e-03,-1.978871233938257757e-03,-7.881714174600634032e-03,-5.795152012506245287e-02
1.220827989854055659e+03,9.981248064320422664e-01,6.153432585659517106e-04,2.281029522447801990e-03,2.829503569796409587e-02,5.915793363764074338e-03,-1.941086439933218180e-03,-7.725049071999629674e-03,-5.725906939912350779e-02
1.220834120183203368e+03,9.981607247398434080e-01,6.035577414264807657e-04,2.234145025966988423e-03,2.794612148215771391e-02,5.802799098893608558e-03,-1.904018682285881382e-03,-7.571356933830221056e-03,-5.657434315638185107e-02
1.220840250512350849e+03,9.981959569562292023e-01,5.919972975646585998e-04,2.188193731449783290e-03,2.760138136683156287e-02,5.691950671792876844e-03,-1.867654526166161264e-03,-7.420585215571181073e-03,-5.589726916881310875e-02
1.220846380841498558e+03,9.982305161026483464e-01,5.806576573133436685e-04,2.143157906869642450e-03,2.726076867887567909e-02,5.583207840975261405e-03,-1.831980791016536974e-03,-7.272682225454474465e-03,-5.522777553363936859e-02
1.220852511170646039e+03,9.982644149813034717e-01,5.695346228176775437e-04,2.099020102121247275e-03,2.692423713904509505e-02,5.476531025683232211e-03,-1.796984512164625548e-03,-7.127596998319881555e-03,-5.456579063444319533e-02
1.220858641499793748e+03,9.982976661226520276e-01,5.586240852353146526e-04,2.055763217523621025e-03,2.659174096365069309e-02,5.371881465014077817e-03,-1.762652992845026431e-03,-6.985279476223457858e-03,-5.391124322822842679e-02
1.220864771828941230e+03,9.983302818464721007e-01,5.479220047366172974e-04,2.013370425837309862e-03,2.626323475896731596e-02,5.269221034364789807e-03,-1.728973744240658002e-03,-6.845680309614509199e-03,-5.326406237591318343e-02
1.220870902158088938e+03,9.983622742316633492e-01,5.374244204003539565e-04,1.971825211975539085e-03,2.593867358218470906e-02,5.168512337136794282e-03,-1.695934515470066007e-03,-6.708750962287357740e-03,-5.262417749754785823e-02
1.220877032487236420e+03,9.983936551215299993e-01,5.271274484866681148e-04,1.931111367079890685e-03,2.561801293873440868e-02,5.069718689641771608e-03,-1.663523288681693652e-03,-6.574443700260715860e-03,-5.199151838303824741e-02
1.220883162816384129e+03,9.984244361595208117e-01,5.170272707308241336e-04,1.891212942598593551e-03,2.530120871853683631e-02,4.972804013341210021e-03,-1.631728243843912985e-03,-6.442711472824981696e-03,-5.136601514581286276e-02
1.220889293145531610e+03,9.984546287413958998e-01,5.071201500176192138e-04,1.852114313436914201e-03,2.498821729491092214e-02,4.877732980436409217e-03,-1.600537806361771592e-03,-6.313508081851982451e-03,-5.074759831751699674e-02
1.220895423474679319e+03,9.984842440709048583e-01,4.974024121421936158e-04,1.813800105897885257e-03,2.467899542129507046e-02,4.784470845673415712e-03,-1.569940592107913185e-03,-6.186787994542274939e-03,-5.013619876744975640e-02
1.220901553803826801e+03,9.985132931322778793e-01,4.878704548255418695e-04,1.776255234259142921e-03,2.437350029042038846e-02,4.692983530211753372e-03,-1.539925434858406376e-03,-6.062506441695617206e-03,-4.953174776184591371e-02
1.220907684132974509e+03,9.985417866950618837e-01,4.785207461330519014e-04,1.739464895212798666e-03,2.407168953136779380e-02,4.603237607665906783e-03,-1.510481381751235157e-03,-5.940619406753046457e-03,-4.893417697246468107e-02
1.220913814462121991e+03,9.985697353467000159e-01,4.693498138010674769e-04,1.703414525459920467e-03,2.377352114731067292e-02,4.515200205412241499e-03,-1.481597661023612662e-03,-5.821083513951597760e-03,-4.834341842419242335e-02
1.220919944791269700e+03,9.985971494489657152e-01,4.603542595152407355e-04,1.668089859848861153e-03,2.347895361143624918e-02,4.428839137691362171e-03,-1.453263725560953326e-03,-5.703856186652347428e-03,-4.775940459561812956e-02
1.220926075120417181e+03,9.986240391887065693e-01,4.515307422846400669e-04,1.633476864886628270e-03,2.318794576628410362e-02,4.344122751629367861e-03,-1.425469202551073742e-03,-5.588895471479017260e-03,-4.718206832955238600e-02
1.220932205449564890e+03,9.986504145527947962e-01,4.428759866523221986e-04,1.599561772385264466e-03,2.290045688103426597e-02,4.261020003883443825e-03,-1.398203918566062612e-03,-5.476160130113523136e-03,-4.661134289537693931e-02
1.220938335778712371e+03,9.986762853325500400e-01,4.343867812484239564e-04,1.566331074256813172e-03,2.261644664835392102e-02,4.179500447757960972e-03,-1.371457895366368692e-03,-5.365609628586370805e-03,-4.604716199574394181e-02
1.220944466107860080e+03,9.987016611534261790e-01,4.260599690627254717e-04,1.533771483410500827e-03,2.233587512380470763e-02,4.099534142894471593e-03,-1.345221320365913879e-03,-5.257204032395455806e-03,-4.548945970934605704e-02
1.220950596437007562e+03,9.987265514353452778e-01,4.178924604466361173e-04,1.501869987209023373e-03,2.205870281861825252e-02,4.021091776871984352e-03,-1.319484586431184971e-03,-5.150904154226487036e-03,-4.493817059583121720e-02
1.220956726766155271e+03,9.987509654389258307e-01,4.098812179642509382e-04,1.470613786204601377e-03,2.178489060189547910e-02,3.944144524360154377e-03,-1.294238245810398584e-03,-5.046671389217973792e-03,-4.439322959930315504e-02
1.220962857095302752e+03,9.987749122426795578e-01,4.020232638673540697e-04,1.439990325051791623e-03,2.151439975593108511e-02,3.868664117117111105e-03,-1.269473033047227410e-03,-4.944467800518907372e-03,-4.385457211286643980e-02
1.220968987424450461e+03,9.987984007470547265e-01,3.943156787726549532e-04,1.409987287646394033e-03,2.124719197290222267e-02,3.794622832117511280e-03,-1.245179861111143016e-03,-4.844256108895283325e-03,-4.332213398366349666e-02
1.220975117753597942e+03,9.988214397014748558e-01,3.867555928000381352e-04,1.380592561116619462e-03,2.098322929607274526e-02,3.721993408978577830e-03,-1.221349794382146697e-03,-4.745999594622739813e-03,-4.279585145190079043e-02
1.220981248082745651e+03,9.988440376682360400e-01,3.793401974084710635e-04,1.351794284915409320e-03,2.072247420931067063e-02,3.650749160981581372e-03,-1.197974084998478395e-03,-4.649662235017129608e-03,-4.227566125875771574e-02
1.220987378411893133e+03,9.988662030646051626e-01,3.720667315980445136e-04,1.323580794444465490e-03,2.046488954233653332e-02,3.580863846334058492e-03,-1.175044130731269648e-03,-4.555208550492713740e-03,-4.176150054454495081e-02
1.220993508741040841e+03,9.988879441420686067e-01,3.649324887132519369e-04,1.295940649422567354e-03,2.021043852403072230e-02,3.512311732057954352e-03,-1.152551495904229062e-03,-4.462603684141574004e-03,-4.125330691468654526e-02
1.220999639070188323e+03,9.989092689900250788e-01,3.579348152345562047e-04,1.268862629355588419e-03,1.995908477900920977e-02,3.445067583066475318e-03,-1.130487907830533519e-03,-4.371813391708290371e-03,-4.075101844330167311e-02
1.221005769399336032e+03,9.989301855604045821e-01,3.510711027082244668e-04,1.242335700419256025e-03,1.971079227072652928e-02,3.379106586717404472e-03,-1.108845232120876136e-03,-4.282803950030219381e-03,-4.025457360944699470e-02
1.221011899728483513e+03,9.989507016348184720e-01,3.443387985175955473e-04,1.216349060492332096e-03,1.946552538766130672e-02,3.314404454117907736e-03,-1.087615505858950324e-03,-4.195542284826998813e-03,-3.976391140685205106e-02
1.221018030057631222e+03,9.989708248628829113e-01,3.377353933199376320e-04,1.190892087342978588e-03,1.922324885175331899e-02,3.250937302534739632e-03,-1.066790899111380369e-03,-4.109995827166038757e-03,-3.927897123820559000e-02
1.221024160386778703e+03,9.989905627433408597e-01,3.312584272366708108e-04,1.165954364633243383e-03,1.898392776966160989e-02,3.188681713674187089e-03,-1.046363734015885857e-03,-4.026132587338845069e-03,-3.879969298191841137e-02
1.221030290715926412e+03,9.990099226274320454e-01,3.249054887500932472e-04,1.141525677706289096e-03,1.874752762926716609e-02,3.127614723645514520e-03,-1.026326481505175723e-03,-3.943921145242882363e-03,-3.832601699444064536e-02
1.221036421045073894e+03,9.990289117413030384e-01,3.186742073565132722e-04,1.117595983165509598e-03,1.851401424474845639e-02,3.067713754071020160e-03,-1.006671738753907438e-03,-3.863330565115625625e-03,-3.785788404455961431e-02
1.221042551374221603e+03,9.990475371561219342e-01,3.125622633660329278e-04,1.094155450139289425e-03,1.828335383939377543e-02,3.008956704476129906e-03,-9.873922594421016136e-04,-3.784330514052220741e-03,-3.739523542395391947e-02
1.221048681703369084e+03,9.990658058229578975e-01,3.065673764672933142e-04,1.071194412716683884e-03,1.805551295732536060e-02,2.951321844948754432e-03,-9.684809186095797578e-04,-3.706891128453524645e-03,-3.693801283889092818e-02
1.221054812032516793e+03,9.990837245556101198e-01,3.006873113584938406e-04,1.048703393759973634e-03,1.783045851269489390e-02,2.894787869276996967e-03,-9.499307300638928919e-04,-3.630983082484449346e-03,-3.648615847720763916e-02
1.221060942361664274e+03,9.991013000336814720e-01,2.949198767406953294e-04,1.026673100994340360e-03,1.760815778614696972e-02,2.839333885738419983e-03,-9.317348433719488095e-04,-3.556577578890344950e-03,-3.603961500953538344e-02
1.221067072690811983e+03,9.991185388229715247e-01,2.892629186314208062e-04,1.005094399096029658e-03,1.738857837191684283e-02,2.784939354233776157e-03,-9.138865232733281354e-04,-3.483646269751070404e-03,-3.559832552238221398e-02
1.221073203019959465e+03,9.991354473482961795e-01,2.837143292784450742e-04,9.839583474649782856e-04,1.717168825725770218e-02,2.731584170507239846e-03,-8.963791772735256024e-04,-3.412161366208198241e-03,-3.516223362864556723e-02
1.221079333349107173e+03,9.991520319252232829e-01,2.782720367541116169e-04,9.632561566102668636e-04,1.695745573751336610e-02,2.679248568216331585e-03,-8.792063235712084535e-04,-3.342095514443142821e-03,-3.473128335783139814e-02
1.221085463678254655e+03,9.991682987444566733e-01,2.729340100765049646e-04,9.429792099336025508e-04,1.674584946325287718e-02,2.627913167359335975e-03,-8.623616069262857783e-04,-3.273421859007405888e-03,-3.430541922277268591e-02
1.221091594007402364e+03,9.991842538746393831e-01,2.676982582913634196e-04,9.231190601062577760e-04,1.653683843672450887e-02,2.577558965831747238e-03,-8.458387959006158276e-04,-3.206114034091365073e-03,-3.388458621991827929e-02
1.221097724336549845e+03,9.991999032809064651e-01,2.625628243884227993e-04,9.036674034874415170e-04,1.633039196100459153e-02,2.528167282087426769e-03,-8.296317640767608996e-04,-3.140146090011256171e-03,-3.346872976182927589e-02
1.221103854665697554e+03,9.992152528001690959e-01,2.575257934075472744e-04,8.846161146662315494e-04,1.612647971605155398e-02,2.479719831878560848e-03,-8.137345152052843445e-04,-3.075492594631621703e-03,-3.305779578691947496e-02
1.221109984994845036e+03,9.992303081699827061e-01,2.525852829723475887e-04,8.659572065114875877e-04,1.592507167715728408e-02,2.432198638956310170e-03,-7.981411539518021942e-04,-3.012128518403340421e-03,-3.265173064915132678e-02
