r,m,c,b,f,dm,dc,db,df
1.714034374724214729e+02,8.606768116072209887e-04,3.029242431516750989e-01,6.591562031175587366e-01,8.153571796103112890e-01,2.175402572430050734e-03,-3.606357898438696083e-04,-3.905511574124065637e-04,-3.170096391367122372e-04
1.714095636368898568e+02,8.741073459978317833e-04,3.029220145225833272e-01,6.591537888823303382e-01,8.153552199849659621e-01,2.209331875838014235e-03,-3.669597476352604308e-04,-3.976419840108603803e-04,-3.227636429538665794e-04
1.714156898013582691e+02,8.877473514179842675e-04,3.029197468148497330e-01,6.591513308142513683e-01,8.153532247908961139e-01,2.243789804500068066e-03,-3.733940934113000537e-04,-4.048616398478894736e-04,-3.286220607662948675e-04
1.714218159658266529e+02,9.016000934266998760e-04,3.029174393459024839e-01,6.591488281163697671e-01,8.153511933822034097e-01,2.278784581189889462e-03,-3.799407431885171269e-04,-4.122124675256533537e-04,-3.345867857652977699e-04
1.714279421302950652e+02,9.156688829366928500e-04,3.029150914225950952e-01,6.591462799788003757e-01,8.153491251025370978e-01,2.314324542352964170e-03,-3.866016423948125092e-04,-4.196968476249008794e-04,-3.406597416603119330e-04
1.714340682947634491e+02,9.299570891619011971e-04,3.029127023381626427e-01,6.591436855749838175e-01,8.153470192820739815e-01,2.350418170532840838e-03,-3.933787743242331508e-04,-4.273172096824847830e-04,-3.468428914922718062e-04
1.714401944592318614e+02,9.444681281956132613e-04,3.029102713748697551e-01,6.591410440649161373e-01,8.153448752401275534e-01,2.387074065728514091e-03,-4.002741527652705364e-04,-4.350760227088432759e-04,-3.531382300092437130e-04
1.714463206237002453e+02,9.592054712477091245e-04,3.029077978020653927e-01,6.591383545927509413e-01,8.153426922832128776e-01,2.424300966017318981e-03,-4.072898274020523321e-04,-4.429758022239742277e-04,-3.595477893112840762e-04
1.714524467881686576e+02,9.741726456659070615e-04,3.029052808759172266e-01,6.591356162864550061e-01,8.153404697047698102e-01,2.462107750083744519e-03,-4.144278845409441608e-04,-4.510191112636300226e-04,-3.660736396506605265e-04
1.714585729526370415e+02,9.893732277691561720e-04,3.029027198410780830e-01,6.591328282598446497e-01,8.153382067868087946e-01,2.500503419255150836e-03,-4.216904424732104248e-04,-4.592085544023367136e-04,-3.727178846265505091e-04
1.714646991171054538e+02,1.004810856827063371e-03,3.029001139273724830e-01,6.591299896084935606e-01,8.153359027966076145e-01,2.539497132482681011e-03,-4.290796606680100079e-04,-4.675467897590467872e-04,-3.794826708141871806e-04
1.714708252815738661e+02,1.020489222726478828e-03,3.028974623526804466e-01,6.591270994132650829e-01,8.153335569895650004e-01,2.579098175435402471e-03,-4.365977317546443403e-04,-4.760365186251894459e-04,-3.863701794329051954e-04
1.714769514460422499e+02,1.036412074864909421e-03,3.028947643208191876e-01,6.591241567376904253e-01,8.153311686070854325e-01,2.619315982746494090e-03,-4.442468873947852327e-04,-4.846804931594883722e-04,-3.933826325130170150e-04
1.714830776105106622e+02,1.052583223252261026e-03,3.028920190212547325e-01,6.591211606275915180e-01,8.153287368762761611e-01,2.660160140736280657e-03,-4.520293990707393498e-04,-4.934815174874134219e-04,-4.005222937687419695e-04
1.714892037749790461e+02,1.069006530772441572e-03,3.028892256309159148e-01,6.591181101133077869e-01,8.153262610117462117e-01,2.701640368029570305e-03,-4.599475730420939123e-04,-5.024424411637926427e-04,-4.077914633472018739e-04
1.714953299394474584e+02,1.085685928275913897e-03,3.028863833105883696e-01,6.591150042052212887e-01,8.153237402119966060e-01,2.743766553287112220e-03,-4.680037603394290977e-04,-5.115661723019249802e-04,-4.151924883472807369e-04
1.715014561039158423e+02,1.102625401262770062e-03,3.028834912080533570e-01,6.591118418976199544e-01,8.153211736625394224e-01,2.786548721861782391e-03,-4.762003480454108251e-04,-5.208556662295951191e-04,-4.227277537156611388e-04
1.715075822683842546e+02,1.119828999483912313e-03,3.028805484557822725e-01,6.591086221658295496e-01,8.153185605335850905e-01,2.829997059792262182e-03,-4.845397656779047908e-04,-5.303139339036793548e-04,-4.303996889829443022e-04
1.715137084328526385e+02,1.137300838129462694e-03,3.028775541706232866e-01,6.591053439658013380e-01,8.153158999797120998e-01,2.874121916734300765e-03,-4.930244860447993531e-04,-5.399440431112061123e-04,-4.382107692155591625e-04
1.715198345973210508e+02,1.155045089473468508e-03,3.028745074557766537e-01,6.591020062365486876e-01,8.153131911418347588e-01,2.918933785050378295e-03,-5.016570197600611798e-04,-5.497491113196696123e-04,-4.461635092786345809e-04
1.715259607617894346e+02,1.173065999167008508e-03,3.028714073968685749e-01,6.590986078952509875e-01,8.153104331432541318e-01,2.964443340501625793e-03,-5.104399261056820607e-04,-5.597323200334590031e-04,-4.542604753247651210e-04
1.715320869262578469e+02,1.191367871860260453e-03,3.028682530653696303e-01,6.590951478414807108e-01,8.153076250930715307e-01,3.010661406278620968e-03,-5.193758035520946352e-04,-5.698969023875847606e-04,-4.625042748480003452e-04
1.715382130907262308e+02,1.209955081566960406e-03,3.028650435160849530e-01,6.590916249540653693e-01,8.153047660836585386e-01,3.057598978875604185e-03,-5.284672966950477828e-04,-5.802461523484780991e-04,-4.708975640405333157e-04
1.715443392551946431e+02,1.228832072946114875e-03,3.028617777868132799e-01,6.590880380906378733e-01,8.153018551902965205e-01,3.105267231244820698e-03,-5.377170971823336341e-04,-5.907834260260960181e-04,-4.794430488303900052e-04
1.715504654196630554e+02,1.248003352281216267e-03,3.028584549004981197e-01,6.590843860903008444e-01,8.152988914733279024e-01,3.153677490241273921e-03,-5.471279377519010960e-04,-6.015121338549212979e-04,-4.881434786140490738e-04
1.715565915841314393e+02,1.267473505068002692e-03,3.028550738609541715e-01,6.590806677682707893e-01,8.152958739738402905e-01,3.202841280499941958e-03,-5.567026040348272125e-04,-6.124357562910091347e-04,-4.970016588025076175e-04
1.715627177485998516e+02,1.287247180492053639e-03,3.028516336565887923e-01,6.590768819205035101e-01,8.152928017173971531e-01,3.252770285640148567e-03,-5.664439242507246985e-04,-6.235578302450320732e-04,-5.060204399569567541e-04
1.715688439130682355e+02,1.307329102616274505e-03,3.028481332576706819e-01,6.590730273202610734e-01,8.152896737112730330e-01,3.303476376162774609e-03,-5.763547767447544041e-04,-6.348819591419702828e-04,-5.152027258215565895e-04
1.715749700775366478e+02,1.327724071763010426e-03,3.028445716159591239e-01,6.590691027176190930e-01,8.152864889440595286e-01,3.354971612843417501e-03,-5.864380909918576017e-04,-6.464118143537851994e-04,-5.245514744546118284e-04
1.715810962420050316e+02,1.348436954775460031e-03,3.028409476670458900e-01,6.590651068423826198e-01,8.152832463880179681e-01,3.407268222406525677e-03,-5.966968411165896480e-04,-6.581511266494698229e-04,-5.340696913827866054e-04
1.715872224064734439e+02,1.369472704001305436e-03,3.028372603257045714e-01,6.590610383982274945e-01,8.152799449943606280e-01,3.460378644828507495e-03,-6.071340587156292060e-04,-6.701037033560997263e-04,-5.437604432992410768e-04
1.715933485709418278e+02,1.390836340536009876e-03,3.028335084899411167e-01,6.590568960677595234e-01,8.152765836973302482e-01,3.514315491500267195e-03,-6.177528216587559575e-04,-6.822734135238687440e-04,-5.536268461980915117e-04
1.715994747354102401e+02,1.412532966297586632e-03,3.028296910380220419e-01,6.590526785087602590e-01,8.152731614111777825e-01,3.569091575299804687e-03,-6.285562622759013592e-04,-6.946641989234753501e-04,-5.636720741440231488e-04
1.716056008998786240e+02,1.434567765516696130e-03,3.028258068280715865e-01,6.590483843536474318e-01,8.152696770297328532e-01,3.624719914240744079e-03,-6.395475684448947463e-04,-7.072800756104008794e-04,-5.738993605045004942e-04
1.716117270643470363e+02,1.456945994223962561e-03,3.028218547006203965e-01,6.590440122126656197e-01,8.152661294289740290e-01,3.681213705241249533e-03,-6.507299765495026768e-04,-7.201251245764130494e-04,-5.843119904737310378e-04
1.716178532288154202e+02,1.479673000738334666e-03,3.028178334735456279e-01,6.590395606674770423e-01,8.152625174618729487e-01,3.738586375110235747e-03,-6.621067854060460603e-04,-7.332035105088585821e-04,-5.949133160256297927e-04
1.716239793932838325e+02,1.502754207579406380e-03,3.028137419464790869e-01,6.590350282766971324e-01,8.152588399628536431e-01,3.796851535437411815e-03,-6.736813440950087557e-04,-7.465194655709526256e-04,-6.057067429570578724e-04
1.716301055577522447e+02,1.526195124498555501e-03,3.028095788975740943e-01,6.590304135717864886e-01,8.152550957444889557e-01,3.856023015004092676e-03,-6.854570608519145380e-04,-7.600773014227538973e-04,-6.166957404598166206e-04
1.716362317222206286e+02,1.550001350085139116e-03,3.028053430830677240e-01,6.590257150564623467e-01,8.152512835970313620e-01,3.916114863704566254e-03,-6.974374042449472738e-04,-7.738814109286879135e-04,-6.278838424625265849e-04
1.716423578866890409e+02,1.574178560419159942e-03,3.028010332400548621e-01,6.590209312101886763e-01,8.152474022912239437e-01,3.977141324265728861e-03,-7.096258955243026859e-04,-7.879362579370214996e-04,-6.392746394676534225e-04
1.716484840511574248e+02,1.598732531181320344e-03,3.027966480809831662e-01,6.590160604811658995e-01,8.152434505726647851e-01,4.039116887191020015e-03,-7.220261237438424995e-04,-8.022463977836099278e-04,-6.508717948708794268e-04
1.716546102156258371e+02,1.623669118130425257e-03,3.027921862984500057e-01,6.590111012923854927e-01,8.152394271666808523e-01,4.102056242131303480e-03,-7.346417325426855436e-04,-8.168164595600379673e-04,-6.626790308153963525e-04
1.716607363800942210e+02,1.648994271165104024e-03,3.027876465616856638e-01,6.590060520371379127e-01,8.152353307747191025e-01,4.165974312807652416e-03,-7.474764297976457805e-04,-8.316511592518552841e-04,-6.747001386371834133e-04
1.716668625445626333e+02,1.674714036054778627e-03,3.027830275160776075e-01,6.590009110783686674e-01,8.152311600738338937e-01,4.230886261223900692e-03,-7.605339888975750241e-04,-8.467553016018009677e-04,-6.869389803260131854e-04
1.716729887090310172e+02,1.700834542192546962e-03,3.027783277861892386e-01,6.589956767524962622e-01,8.152269137197589721e-01,4.296807457182935316e-03,-7.738182404334077854e-04,-8.621337689372432587e-04,-6.993994796140168670e-04
1.716791148734994295e+02,1.727362026452608848e-03,3.027735459697719067e-01,6.589903473617446661e-01,8.152225903407496199e-01,4.363753537481352557e-03,-7.873330886127253170e-04,-8.777915435774230352e-04,-7.120856397820981730e-04
1.716852410379678133e+02,1.754302812120967382e-03,3.027686806429841226e-01,6.589849211807665696e-01,8.152181885429100605e-01,4.431740353497478670e-03,-8.010824969043335965e-04,-8.937336884508978148e-04,-7.250015282194457967e-04
1.716913672024362256e+02,1.781663324067469644e-03,3.027637303565665627e-01,6.589793964517302038e-01,8.152137069062497243e-01,4.500784008811453164e-03,-8.150704985144391346e-04,-9.099653614526428741e-04,-7.381512878190911930e-04
1.716974933669046095e+02,1.809450090610783190e-03,3.027586936353255376e-01,6.589737713836154587e-01,8.152091439841238074e-01,4.570900863728093524e-03,-8.293011977648213993e-04,-9.264918174766337928e-04,-7.515391385676822465e-04
1.717036195313730218e+02,1.837669730301487361e-03,3.027535689814173647e-01,6.589680441563902091e-01,8.152044983065903638e-01,4.642107502425329990e-03,-8.437787610692398538e-04,-9.433183962040009871e-04,-7.651693678192634422e-04
1.717097456958414341e+02,1.866328977661814784e-03,3.027483548678362446e-01,6.589622129126248007e-01,8.151997683736839084e-01,4.714420796711672745e-03,-8.585074347458198545e-04,-9.604505465869720348e-04,-7.790463497191192589e-04
1.717158718603098180e+02,1.895434660449537385e-03,3.027430497440918300e-01,6.589562757647364766e-01,8.151949526612354280e-01,4.787857849549942944e-03,-8.734915294311995128e-04,-9.778938056643835929e-04,-7.931745283538583916e-04
1.717219980247782303e+02,1.924993716025881875e-03,3.027376520320500530e-01,6.589502307896161204e-01,8.151900496165648269e-01,4.862436035571842709e-03,-8.887354314470430035e-04,-9.956538142483835514e-04,-8.075584301805486219e-04
1.717281241892466142e+02,1.955013193364380734e-03,3.027321601253725181e-01,6.589440760278593157e-01,8.151850576578705265e-01,4.938173005931156302e-03,-9.042436042896454451e-04,-1.013736319141064594e-03,-8.222026657555604485e-04
1.717342503537150264e+02,1.985500238788954173e-03,3.027265723930888108e-01,6.589378094883340253e-01,8.151799751778981973e-01,5.015086652908778454e-03,-9.200205788341646448e-04,-1.032147159788523528e-03,-8.371119191215497862e-04
1.717403765181834103e+02,2.016462123740758207e-03,3.027208871725164951e-01,6.589314291390111489e-01,8.151748005365918592e-01,5.093195178565002208e-03,-9.360709726574540377e-04,-1.050892295029161360e-03,-8.522909689901381420e-04
1.717465026826518226e+02,2.047906220246243063e-03,3.027151027754356183e-01,6.589249329148866297e-01,8.151695320674546830e-01,5.172517033898827062e-03,-9.523994731213067128e-04,-1.069977779943478242e-03,-8.677446703580646769e-04
1.717526288471202065e+02,2.079840018572733963e-03,3.027092174835667171e-01,6.589183187121064877e-01,8.151641680728423101e-01,5.253070962466695193e-03,-9.690108497007213174e-04,-1.089409782990253747e-03,-8.834779680596733555e-04
1.717587550115886188e+02,2.112271129391656444e-03,3.027032295479635260e-01,6.589115843871273803e-01,8.151587068232978295e-01,5.334876005586827556e-03,-9.859099555929022075e-04,-1.109194588423019706e-03,-8.994958986464466916e-04
1.717648811760570027e+02,2.145207268390807512e-03,3.026971371928973698e-01,6.589047277617111620e-01,8.151531465615604599e-01,5.417951464213668217e-03,-1.003101717086463292e-03,-1.129338581706979374e-03,-9.158035788088983529e-04
1.717710073405254150e+02,2.178656286223606183e-03,3.026909386081608755e-01,6.588977466128981275e-01,8.151474854945386372e-01,5.502316972837704642e-03,-1.020591154515337971e-03,-1.149848278735676656e-03,-9.324062284705932372e-04
1.717771335049937989e+02,2.212626142042843289e-03,3.026846319557819354e-01,6.588906386816723026e-01,8.151417218002586784e-01,5.587992433960776127e-03,-1.038383363903249909e-03,-1.170730300536542952e-03,-9.493091507359707575e-04
1.717832596694622111e+02,2.247124922542294376e-03,3.026782153651093599e-01,6.588834016665370275e-01,8.151358536227254481e-01,5.674998065041457138e-03,-1.056483530330144804e-03,-1.191991391987005022e-03,-9.665177466633051483e-04
1.717893858339306234e+02,2.282160844285491437e-03,3.026716869321532388e-01,6.588760332225971350e-01,8.151298790711967168e-01,5.763354404071962568e-03,-1.074896929668945440e-03,-1.213638424447719116e-03,-9.840375173067043065e-04
1.717955119983990073e+02,2.317742237105461806e-03,3.026650447238093955e-01,6.588685309670218038e-01,8.151237962245624358e-01,5.853082268522906938e-03,-1.093628917052365170e-03,-1.235678379830288135e-03,-1.001874051088686487e-03
1.718016381628674196e+02,2.353877576402823354e-03,3.026582867694943557e-01,6.588608924680826595e-01,8.151176031225791929e-01,5.944202834864601923e-03,-1.112684949586729413e-03,-1.258118382503640000e-03,-1.020033048969969623e-03
1.718077643273358035e+02,2.390575454596596296e-03,3.026514110684449532e-01,6.588531152546274194e-01,8.151112977734601417e-01,6.036737568018470286e-03,-1.132070566442160532e-03,-1.280965671661478617e-03,-1.038520302583707247e-03
1.718138904918042158e+02,2.427844601657273664e-03,3.026444155843779349e-01,6.588451968090576205e-01,8.151048781482636008e-01,6.130708271864808781e-03,-1.151791403338808415e-03,-1.304227621759606291e-03,-1.057341710333433403e-03
1.718200166562725997e+02,2.465693887612986721e-03,3.026372982447749771e-01,6.588371345663259770e-01,8.150983421801022422e-01,6.226137095214303967e-03,-1.171853194420041742e-03,-1.327911745384194667e-03,-1.076503279610340228e-03
1.718261428207410120e+02,2.504132304643664521e-03,3.026300569454746792e-01,6.588289259199104908e-01,8.150916877689258211e-01,6.323046487611465663e-03,-1.192261759744687967e-03,-1.352025675848610338e-03,-1.096011113025395717e-03
1.718322689852093959e+02,2.543169001906214408e-03,3.026226895415835560e-01,6.588205682098288163e-01,8.150849127719508314e-01,6.421459284873119906e-03,-1.213023029898371678e-03,-1.376577202029283633e-03,-1.115871435832069703e-03
1.718383951496778081e+02,2.582813254743055419e-03,3.026151938554110798e-01,6.588120587329991951e-01,8.150780150119506517e-01,6.521398633155113707e-03,-1.234143024405693874e-03,-1.401574238184770133e-03,-1.136090572090068000e-03
1.718445213141461920e+02,2.623074486819495718e-03,3.026075676706668216e-01,6.588033947355621534e-01,8.150709922711284472e-01,6.622888043271686100e-03,-1.255627867423327005e-03,-1.427024846267406022e-03,-1.156674962201066983e-03
1.718506474786146043e+02,2.663962272819770868e-03,3.025998087316858487e-01,6.587945734117878205e-01,8.150638422902556357e-01,6.725951397083909135e-03,-1.277483789758664112e-03,-1.452937239045916373e-03,-1.177631165314520049e-03
1.718567736430829882e+02,2.705486319135969389e-03,3.025919147484202321e-01,6.587855919106048175e-01,8.150565627738952657e-01,6.830612899937461152e-03,-1.299717115310287073e-03,-1.479319761099574630e-03,-1.198965844321030812e-03
1.718628998075514005e+02,2.747656501410947714e-03,3.025838833865650557e-01,6.587764473225021788e-01,8.150491513799559273e-01,6.936897172635995805e-03,-1.322334287723389915e-03,-1.506180926843073836e-03,-1.220685795718780796e-03
1.718690259720198128e+02,2.790482831333902704e-03,3.025757122761817408e-01,6.587671366908547377e-01,8.150416057287419580e-01,7.044829169740901738e-03,-1.345341846991774575e-03,-1.533529387569073027e-03,-1.242797923637577358e-03
1.718751521364881967e+02,2.833975480502691751e-03,3.025673990053951434e-01,6.587576570035315049e-01,8.150339233962673458e-01,7.154434237965002184e-03,-1.368746446450451806e-03,-1.561373955799883482e-03,-1.265309258933304320e-03
1.718812783009566090e+02,2.878144783322988086e-03,3.025589411195548917e-01,6.587480051917025126e-01,8.150261019133173690e-01,7.265738123000545397e-03,-1.392554854949062991e-03,-1.589723608685256195e-03,-1.288226961796704517e-03
1.718874044654249928e+02,2.923001216185165414e-03,3.025503361266592695e-01,6.587381781369771039e-01,8.150181387711515901e-01,7.378766918353706593e-03,-1.416773942158122213e-03,-1.618587467250723897e-03,-1.311558305401850071e-03
1.718935306298934051e+02,2.968555437928795549e-03,3.025415814866311282e-01,6.587281726570886065e-01,8.150100314101023091e-01,7.493547164192856068e-03,-1.441410707424362969e-03,-1.647974837892267688e-03,-1.335310708421083873e-03
1.718996567943617890e+02,3.014818254042489140e-03,3.025326746206880579e-01,6.587179855182733190e-01,8.150017772294567697e-01,7.610105759477005412e-03,-1.466472254421534102e-03,-1.677895176395241940e-03,-1.359491706727310569e-03
1.719057829588302013e+02,3.061800642380070082e-03,3.025236129044973632e-01,6.587076134261021787e-01,8.149933735801597745e-01,7.728470024700275116e-03,-1.491965809540862341e-03,-1.708358114505077394e-03,-1.384108974177216105e-03
1.719119091232985852e+02,3.109513756276780297e-03,3.025143936672683997e-01,6.586970530241762489e-01,8.149848177637925017e-01,7.848667709181932073e-03,-1.517898724228810984e-03,-1.739373463622361426e-03,-1.409170325437753522e-03
1.719180352877669975e+02,3.157968902099853297e-03,3.025050141976451945e-01,6.586863009019314763e-01,8.149761070387981921e-01,7.970726936046753155e-03,-1.544278459071254592e-03,-1.770951192150564766e-03,-1.434683698175705365e-03
1.719241614522353814e+02,3.207177582852209496e-03,3.024954717320626485e-01,6.586753535789939829e-01,8.149672386080414332e-01,8.094676308410035659e-03,-1.571112615013923628e-03,-1.803101470763625661e-03,-1.460657188440901309e-03
1.719302876167037937e+02,3.257151459581116883e-03,3.024857634649246174e-01,6.586642075187116863e-01,8.149582096295950873e-01,8.220544814908317677e-03,-1.598408905911918344e-03,-1.835834633133853668e-03,-1.487099019850781365e-03
1.719364137811721776e+02,3.307902379085788953e-03,3.024758865411737996e-01,6.586528591181355363e-01,8.149490172087787698e-01,8.348361897084407082e-03,-1.626175178422259709e-03,-1.869161204914758815e-03,-1.514017566201592002e-03
1.719425399456405898e+02,3.359442377265256172e-03,3.024658380553084114e-01,6.586413047065967641e-01,8.149396583970472951e-01,8.478157457161588154e-03,-1.654419414515636297e-03,-1.903091907757176269e-03,-1.541421354528331672e-03
1.719486661101089737e+02,3.411783654920453636e-03,3.024556150577835112e-01,6.586295405542366144e-01,8.149301301987865731e-01,8.609961798905468866e-03,-1.683149714245047108e-03,-1.937637634588624787e-03,-1.569319045712729184e-03
1.719547922745773860e+02,3.464938624729224821e-03,3.024452145423717764e-01,6.586175628549132410e-01,8.149204295577407997e-01,8.743805741629195882e-03,-1.712374329506127692e-03,-1.972809498980804873e-03,-1.597719472969942123e-03
1.719609184390457983e+02,3.518919869654974029e-03,3.024346334572167727e-01,6.586053677409907658e-01,8.149105533687860392e-01,8.879720518677773275e-03,-1.742101634325941839e-03,-2.008618792297452681e-03,-1.626631608304986588e-03
1.719670446035141822e+02,3.573740172792260264e-03,3.024238686967688494e-01,6.585929512723922574e-01,8.149004984692455045e-01,9.017737849756301410e-03,-1.772340146367658298e-03,-2.045077015297686474e-03,-1.656064587101001555e-03
1.719731707679825945e+02,3.629412520961687681e-03,3.024129171007228223e-01,6.585803094350499709e-01,8.148902616376800800e-01,9.157889949209860672e-03,-1.803098529625969757e-03,-2.082195882497702311e-03,-1.686027711428740236e-03
1.719792969324509784e+02,3.685950078633013632e-03,3.024017754609678033e-01,6.585674381502246710e-01,8.148798396013045009e-01,9.300209462489049048e-03,-1.834385575781107914e-03,-2.119987295200935571e-03,-1.716530428941620253e-03
1.719854230969193907e+02,3.743366238518686280e-03,3.023904405078728375e-01,6.585543332558350116e-01,8.148692290211855260e-01,9.444729588479423843e-03,-1.866210240683288061e-03,-2.158463395317732764e-03,-1.747582374716894361e-03
1.719915492613877745e+02,3.801674576759580312e-03,3.023789089222869708e-01,6.585409905226157212e-01,8.148584265050862196e-01,9.591483970468729289e-03,-1.898581612211820832e-03,-2.197636518620778474e-03,-1.779193334758748376e-03
1.719976754258561868e+02,3.860888885064623407e-03,3.023671773267909146e-01,6.585274056421623889e-01,8.148474285979973031e-01,9.740506773733394533e-03,-1.931508933507783193e-03,-2.237519229193274915e-03,-1.811373272722403274e-03
1.720038015903245707e+02,3.921023174568731909e-03,3.023552422845478538e-01,6.585135742252389290e-01,8.148362317808215405e-01,9.891832694344316126e-03,-1.965001605862726815e-03,-2.278124324162215594e-03,-1.844132333490109939e-03
1.720099277547929830e+02,3.982091647737663956e-03,3.023431003068487999e-01,6.584994918119637664e-01,8.148248324784638230e-01,1.004549689094505309e-02,-1.999069168553150189e-03,-2.319464804284094867e-03,-1.877480820212227945e-03
1.720160539192613669e+02,4.044108752843092805e-03,3.023307478382358804e-01,6.584851538514144842e-01,8.148132270436945213e-01,1.020153511592882152e-02,-2.033721338242657894e-03,-2.361553932595352682e-03,-1.911429239770866869e-03
1.720221800837297792e+02,4.107089135687810345e-03,3.023181812695261983e-01,6.584705557192839231e-01,8.148014117711585014e-01,1.035998359839660800e-02,-2.068967974232911039e-03,-2.404405183438904341e-03,-1.945988263088301419e-03
1.720283062481981631e+02,4.171047674205169767e-03,3.023053969283242548e-01,6.584556927048219599e-01,8.147893828870533817e-01,1.052087912732808939e-02,-2.104819103545753096e-03,-2.448032279997661934e-03,-1.981168754156377269e-03
1.720344324126665754e+02,4.235999482596738454e-03,3.022923910777811640e-01,6.584405600089919819e-01,8.147771365477003425e-01,1.068425906093182012e-02,-2.141284924014632846e-03,-2.492449199427003870e-03,-2.016981773896033350e-03
1.720405585771349877e+02,4.301959881070491036e-03,3.022791599247819372e-01,6.584251527555988748e-01,8.147646688483684008e-01,1.085016125343238325e-02,-2.178375782488758440e-03,-2.537670140785580359e-03,-2.053438555193855611e-03
1.720466847416033715e+02,4.368944454476757916e-03,3.022656996038152744e-01,6.584094659690178375e-01,8.147519758056841477e-01,1.101862419563548294e-02,-2.216102217355723006e-03,-2.583709588922561765e-03,-2.090550552273146966e-03
1.720528109060717838e+02,4.436969000319809960e-03,3.022520061911033173e-01,6.583934945934802885e-01,8.147390533729110818e-01,1.118968688936440581e-02,-2.254474920996150673e-03,-2.630582258913141593e-03,-2.128329397549998982e-03
1.720589370705401677e+02,4.506049565993126317e-03,3.022380756943167657e-01,6.583772334788163816e-01,8.147258974286992750e-01,1.136338893655161088e-02,-2.293504766842250752e-03,-2.678303136935620329e-03,-2.166786933147663279e-03
1.720650632350085800e+02,4.576202453213948709e-03,3.022239040512354480e-01,6.583606773784480559e-01,8.147125037755346133e-01,1.153977054914912675e-02,-2.333202812680865244e-03,-2.726887485831289582e-03,-2.205935215057360822e-03
1.720711893994769639e+02,4.647444185436901652e-03,3.022094871386299952e-01,6.583438209615413150e-01,8.146988681493593232e-01,1.171887247060914190e-02,-2.373580277110880817e-03,-2.776350810154116448e-03,-2.245786486009641435e-03
1.720773155639453762e+02,4.719791570946934786e-03,3.021948207547784926e-01,6.583266587886945631e-01,8.146849862004069687e-01,1.190073612639211929e-02,-2.414648585397439866e-03,-2.826708925729754397e-03,-2.286353229054716250e-03
1.720834417284137601e+02,4.793261646888285175e-03,3.021799006347921090e-01,6.583091853329994247e-01,8.146708535098583503e-01,1.208540348935046096e-02,-2.456419328932932158e-03,-2.877977899110773993e-03,-2.327648120692083801e-03
1.720895678928821724e+02,4.867871719321875679e-03,3.021647224394685138e-01,6.582913949644789708e-01,8.146564655775871966e-01,1.227291717508465982e-02,-2.498904294403941038e-03,-2.930174092073318821e-03,-2.369684065060010270e-03
1.720956940573505562e+02,4.943639367974522920e-03,3.021492817538488640e-01,6.582732819479010233e-01,8.146418178204747340e-01,1.246332045242661002e-02,-2.542115467314090375e-03,-2.983314167633609616e-03,-2.412474198415443753e-03
1.721018202218189685e+02,5.020582411160158867e-03,3.021335740968482675e-01,6.582548404560503164e-01,8.146269055828988526e-01,1.265665715928720146e-02,-2.586065006572716568e-03,-3.037415051973967571e-03,-2.456031859669206494e-03
1.721079463862873524e+02,5.098718973643068426e-03,3.021175949023147678e-01,6.582360645431913904e-01,8.146117241158578048e-01,1.285297186367322618e-02,-2.630765293899569798e-03,-3.092494010137752936e-03,-2.500370648494859831e-03
1.721140725507557647e+02,5.178067426398724228e-03,3.021013395356437758e-01,6.582169481680677503e-01,8.145962685951233517e-01,1.305230971947054890e-02,-2.676228890085822435e-03,-3.148568580087034424e-03,-2.545504374440444445e-03
1.721201987152241770e+02,5.258646429690242222e-03,3.020848032817063378e-01,6.581974851769165635e-01,8.145805341078948825e-01,1.325471656841424768e-02,-2.722468566405742644e-03,-3.205656621113269628e-03,-2.591447093993839382e-03
1.721263248796925609e+02,5.340474938150279252e-03,3.020679813432921579e-01,6.581776693010896739e-01,8.145645156509729867e-01,1.346023895115286938e-02,-2.769497308366583241e-03,-3.263776320340454600e-03,-2.638213115399486771e-03
1.721324510441609732e+02,5.423572163031906319e-03,3.020508688515508577e-01,6.581574941715447880e-01,8.145482081421878684e-01,1.366892401712761253e-02,-2.817328288301266560e-03,-3.322946151267405952e-03,-2.685816966675939541e-03
1.721385772086293571e+02,5.507957645172923723e-03,3.020334608454790515e-01,6.581369532898894148e-01,8.145316063976699716e-01,1.388081969666991183e-02,-2.865974918549028371e-03,-3.383184956093064546e-03,-2.734273458589684628e-03
1.721447033730977694e+02,5.593651190186026481e-03,3.020157522899267755e-01,6.581160400534858956e-01,8.145147051516277159e-01,1.409597454662284144e-02,-2.915450804301782280e-03,-3.444511873930301751e-03,-2.783597629440138100e-03
1.721508295375661532e+02,5.680672914761950541e-03,3.019977380625274987e-01,6.580947477369221144e-01,8.144974990418192284e-01,1.431443785927675148e-02,-2.965769777400558468e-03,-3.506946393443607923e-03,-2.833804785212001420e-03
1.721569557020345655e+02,5.769043252102362164e-03,3.019794129520225190e-01,6.580730694894242339e-01,8.144799826075727056e-01,1.453625967401705327e-02,-3.016945900318231035e-03,-3.570508359869356985e-03,-2.884910504746103933e-03
1.721630818665029494e+02,5.858782911311995363e-03,3.019607716695739130e-01,6.580509983506731553e-01,8.144621503022357878e-01,1.476149068089252156e-02,-3.068993436624234059e-03,-3.635217929896421198e-03,-2.936930605047530663e-03
