r,m,c,b,f,T,V
171.3870675,0.840114548006,0.0519535257517,0.168181147154,0.377358360702,0.211157758281,0.208803388416
171.3890804,0.840916608395,0.0516954201236,0.167476348564,0.376451264324,0.210353311012,0.208011508773
171.3910933,0.841715581727,0.0514382845805,0.166773404947,0.375544683335,0.209549262415,0.20721998139
171.3931062,0.842511471279,0.0511821183228,0.166072319345,0.37463862559,0.208745642721,0.206428835034
171.3951191,0.843304280407,0.0509269205238,0.165373094732,0.373733098923,0.207942481579,0.205638098181
171.397132,0.844094012543,0.0506726903303,0.164675734015,0.372828111146,0.207139802574,0.204847799014
171.3991448,0.844880671202,0.0504194268629,0.163980240036,0.37192367005,0.206337632607,0.204057965424
171.4011577,0.845664259971,0.0501671292158,0.16328661557,0.371019783402,0.205536000743,0.203268625013
171.4031706,0.846444782517,0.0499157964575,0.162594863327,0.370116458951,0.204734935739,0.202479805094
171.4051835,0.847222242581,0.0496654276308,0.16190498595,0.369213704418,0.20393446604,0.201691532688
171.4071964,0.847996643981,0.0494160217529,0.161216986016,0.368311527506,0.203134619781,0.200903834529
171.4092093,0.848767990607,0.0491675778159,0.160530866039,0.367409935892,0.202335420491,0.200116737062
171.4112221,0.849536286425,0.0489200947867,0.159846628466,0.366508937232,0.20153689145,0.199330266445
